gene,ensembl_id,CTRL_RG_detected_cells,CTRL_RG_detection_percentage,CTRL_IPC_detected_cells,CTRL_IPC_detection_percentage,CTRL_Young_detected_cells,CTRL_Young_detection_percentage
KPNA6,ENSG00000025800,606,50.082644628099175,225,49.23413566739606,703,53.338391502276174
CCDC28B,ENSG00000160050,663,54.79338842975206,225,49.23413566739606,898,68.13353566009106
EIF3I,ENSG00000084623,1028,84.9586776859504,348,76.14879649890591,1058,80.2731411229135
MARCKSL1,ENSG00000175130,1203,99.42148760330578,455,99.56236323851203,1318,100.0
RBBP4,ENSG00000162521,1080,89.25619834710744,402,87.96498905908096,1177,89.3019726858877
SYNC,ENSG00000162520,627,51.81818181818182,188,41.13785557986871,769,58.34597875569044
PHC2,ENSG00000134686,714,59.008264462809926,408,89.27789934354486,1184,89.83308042488619
SFPQ,ENSG00000116560,1139,94.13223140495867,444,97.15536105032822,1264,95.90288315629742
ZMYM4,ENSG00000146463,895,73.96694214876032,329,71.99124726477024,995,75.49317147192717
KIAA0319L,ENSG00000142687,617,50.99173553719009,202,44.201312910284464,627,47.57207890743551
PSMB2,ENSG00000126067,964,79.66942148760332,379,82.93216630196937,1069,81.10773899848255
THRAP3,ENSG00000054118,1066,88.09917355371901,368,80.52516411378556,1132,85.88770864946889
MEAF6,ENSG00000163875,787,65.0413223140496,309,67.6148796498906,1042,79.05918057663126
C1orf122,ENSG00000197982,869,71.81818181818181,364,79.64989059080962,1061,80.50075872534143
SF3A3,ENSG00000183431,619,51.15702479338843,229,50.10940919037199,658,49.92412746585736
AKIRIN1,ENSG00000174574,841,69.50413223140495,287,62.80087527352297,926,70.25796661608497
NDUFS5,ENSG00000168653,1198,99.00826446280992,454,99.34354485776805,1310,99.39301972685888
CAP1,ENSG00000131236,700,57.85123966942148,273,59.73741794310722,861,65.32625189681336
PPT1,ENSG00000131238,606,50.082644628099175,155,33.91684901531728,383,29.05918057663126
RLF,ENSG00000117000,898,74.21487603305785,361,78.99343544857767,1005,76.25189681335357
SCMH1,ENSG00000010803,905,74.79338842975206,328,71.77242888402627,907,68.81638846737481
FOXJ3,ENSG00000198815,973,80.41322314049587,343,75.054704595186,1070,81.18361153262519
YBX1,ENSG00000065978,1209,99.91735537190083,457,100.0,1318,100.0
PTPRF,ENSG00000142949,619,51.15702479338843,191,41.79431072210066,685,51.97268588770865
ATP6V0B,ENSG00000117410,829,68.51239669421487,397,86.87089715536105,1251,94.9165402124431
ERI3,ENSG00000117419,794,65.6198347107438,244,53.39168490153173,804,61.001517450682854
RPS8,ENSG00000142937,1210,100.0,457,100.0,1318,100.0
ZSWIM5,ENSG00000162415,659,54.46280991735537,315,68.9277899343545,1080,81.94233687405159
PRDX1,ENSG00000117450,1153,95.2892561983471,453,99.12472647702407,1306,99.08952959028832
AKR1A1,ENSG00000117448,815,67.35537190082644,319,69.80306345733041,936,71.01669195751138
GPBP1L1,ENSG00000159592,681,56.28099173553719,246,53.82932166301969,494,37.481031866464335
PIK3R3,ENSG00000117461,774,63.96694214876033,407,89.05908096280088,1239,94.0060698027314
LRRC41,ENSG00000132128,616,50.90909090909091,178,38.949671772428886,552,41.88163884673748
UQCRH,ENSG00000173660,1202,99.3388429752066,451,98.6870897155361,1306,99.08952959028832
CMPK1,ENSG00000162368,679,56.11570247933885,282,61.70678336980306,870,66.00910470409713
DMRTA2,ENSG00000142700,705,58.26446280991735,253,55.36105032822757,294,22.306525037936268
FAF1,ENSG00000185104,1108,91.5702479338843,414,90.59080962800876,1229,93.247344461305
EPS15,ENSG00000085832,638,52.72727272727272,138,30.196936542669583,605,45.90288315629742
OSBPL9,ENSG00000117859,813,67.1900826446281,317,69.36542669584244,1003,76.10015174506829
NRDC,ENSG00000078618,846,69.91735537190083,288,63.01969365426696,951,72.15477996965099
TXNDC12,ENSG00000117862,617,50.99173553719009,169,36.98030634573304,465,35.28072837632777
BTF3L4,ENSG00000134717,1076,88.92561983471074,416,91.02844638949672,1214,92.1092564491654
PRPF38A,ENSG00000134748,637,52.64462809917355,178,38.949671772428886,556,42.18512898330804
TUT4,ENSG00000134744,1120,92.56198347107438,426,93.21663019693655,1232,93.47496206373293
MAGOH,ENSG00000162385,844,69.75206611570248,262,57.330415754923415,658,49.92412746585736
IFT25,ENSG00000081870,618,51.074380165289256,72,15.75492341356674,493,37.405159332321695
TMEM59,ENSG00000116209,1035,85.53719008264463,424,92.77899343544857,1282,97.26858877086495
SSBP3,ENSG00000157216,872,72.06611570247934,347,75.92997811816193,1048,79.5144157814871
PLPP3,ENSG00000162407,971,80.24793388429752,100,21.88183807439825,66,5.007587253414264
PRKAA2,ENSG00000162409,634,52.396694214876035,134,29.321663019693656,542,41.122913505311075
DAB1,ENSG00000173406,1078,89.0909090909091,259,56.67396061269147,1096,83.15629742033383
JUN,ENSG00000177606,983,81.2396694214876,256,56.01750547045952,989,75.03793626707133
ENSG00000231252,ENSG00000231252,758,62.64462809917355,425,92.99781181619255,1048,79.5144157814871
TM2D1,ENSG00000162604,772,63.80165289256199,249,54.48577680525164,813,61.68437025796661
USP1,ENSG00000162607,748,61.81818181818181,222,48.57768052516411,615,46.66160849772382
DOCK7,ENSG00000116641,997,82.39669421487604,338,73.96061269146608,1044,79.21092564491654
ITGB3BP,ENSG00000142856,710,58.67768595041323,160,35.010940919037196,490,37.177541729893775
PGM1,ENSG00000079739,732,60.49586776859505,139,30.41575492341357,248,18.81638846737481
ROR1,ENSG00000185483,865,71.48760330578511,186,40.70021881838075,606,45.97875569044006
CACHD1,ENSG00000158966,982,81.15702479338843,325,71.11597374179432,830,62.9742033383915
JAK1,ENSG00000162434,789,65.20661157024793,287,62.80087527352297,991,75.18968133535661
PDE4B,ENSG00000184588,1117,92.31404958677686,334,73.08533916849015,1068,81.03186646433991
SGIP1,ENSG00000118473,680,56.19834710743802,230,50.32822757111597,1077,81.71471927162366
MIER1,ENSG00000198160,811,67.02479338842974,223,48.796498905908095,768,58.2701062215478
SERBP1,ENSG00000142864,1197,98.92561983471074,444,97.15536105032822,1290,97.87556904400607
LRRC7,ENSG00000033122,679,56.11570247933885,377,82.4945295404814,1301,98.71016691957512
ANKRD13C,ENSG00000118454,651,53.80165289256198,237,51.85995623632385,815,61.83611532625189
ZRANB2,ENSG00000132485,1076,88.92561983471074,384,84.02625820568927,1107,83.99089529590287
SLC44A5,ENSG00000137968,866,71.5702479338843,216,47.26477024070022,997,75.64491654021245
ACADM,ENSG00000117054,610,50.413223140495866,151,33.04157549234136,555,42.1092564491654
ST6GALNAC3,ENSG00000184005,996,82.31404958677686,353,77.24288840262582,1048,79.5144157814871
ST6GALNAC5,ENSG00000117069,838,69.25619834710743,245,53.610503282275715,292,22.15477996965099
ZZZ3,ENSG00000036549,913,75.45454545454545,282,61.70678336980306,851,64.56752655538695
USP33,ENSG00000077254,891,73.63636363636363,348,76.14879649890591,1082,82.09408194233687
FUBP1,ENSG00000162613,1017,84.04958677685951,372,81.4004376367615,1056,80.12139605462822
IFI44L,ENSG00000137959,799,66.03305785123968,21,4.595185995623632,0,0.0
ADGRL2,ENSG00000117114,938,77.52066115702479,246,53.82932166301969,671,50.910470409711685
PRKACB,ENSG00000142875,853,70.49586776859505,326,71.33479212253829,1136,86.19119878603946
GNG5,ENSG00000174021,1093,90.3305785123967,341,74.61706783369803,794,60.24279210925645
DDAH1,ENSG00000153904,759,62.727272727272734,81,17.72428884026258,330,25.03793626707132
CCN1,ENSG00000142871,625,51.652892561983464,18,3.938730853391685,73,5.538694992412747
SELENOF,ENSG00000183291,888,73.38842975206612,325,71.11597374179432,908,68.89226100151745
HS2ST1,ENSG00000153936,881,72.8099173553719,230,50.32822757111597,738,55.9939301972686
LMO4,ENSG00000143013,817,67.52066115702479,160,35.010940919037196,973,73.82397572078906
PKN2,ENSG00000065243,1049,86.69421487603306,375,82.05689277899344,1004,76.17602427921094
KYAT3,ENSG00000137944,632,52.231404958677686,170,37.199124726477024,587,44.537177541729896
ZNF326,ENSG00000162664,794,65.6198347107438,309,67.6148796498906,1014,76.93474962063733
RPAP2,ENSG00000122484,735,60.74380165289256,237,51.85995623632385,845,64.11229135053111
EVI5,ENSG00000067208,865,71.48760330578511,215,47.04595185995623,685,51.97268588770865
RPL5,ENSG00000122406,1210,100.0,457,100.0,1318,100.0
MTF2,ENSG00000143033,980,80.99173553719008,400,87.527352297593,1190,90.28831562974203
CCDC18-AS1,ENSG00000223745,694,57.35537190082645,138,30.196936542669583,371,28.148710166919578
FNBP1L,ENSG00000137942,1139,94.13223140495867,455,99.56236323851203,1314,99.69650986342944
DNTTIP2,ENSG00000067334,657,54.29752066115703,225,49.23413566739606,739,56.06980273141124
ABCD3,ENSG00000117528,854,70.57851239669421,194,42.4507658643326,669,50.758725341426405
CNN3,ENSG00000117519,1008,83.30578512396694,312,68.27133479212254,903,68.51289833080425
CDC14A,ENSG00000079335,619,51.15702479338843,129,28.227571115973742,234,17.754172989377846
COL11A1,ENSG00000060718,1016,83.96694214876032,224,49.01531728665208,319,24.203338391502278
PRPF38B,ENSG00000134186,775,64.0495867768595,276,60.393873085339166,873,66.23672230652504
SARS1,ENSG00000031698,861,71.15702479338843,376,82.27571115973743,1112,84.37025796661608
PSMA5,ENSG00000143106,820,67.76859504132231,242,52.95404814004377,836,63.42943854324734
GNAI3,ENSG00000065135,875,72.31404958677686,332,72.64770240700219,1026,77.84522003034901
AHCYL1,ENSG00000168710,870,71.900826446281,345,75.49234135667396,928,70.40971168437025
LAMTOR5,ENSG00000134248,1121,92.64462809917356,397,86.87089715536105,1161,88.08801213960547
ATP5PB,ENSG00000116459,995,82.23140495867769,377,82.4945295404814,1087,82.47344461305008
CAPZA1,ENSG00000116489,834,68.92561983471074,296,64.77024070021882,858,65.09863429438543
SLC16A1,ENSG00000155380,788,65.12396694214875,190,41.57549234135667,502,38.08801213960547
MAGI3,ENSG00000081026,720,59.50413223140496,260,56.89277899343544,824,62.51896813353566
RSBN1,ENSG00000081019,629,51.98347107438016,317,69.36542669584244,1025,77.76934749620638
BCAS2,ENSG00000116752,772,63.80165289256199,279,61.050328227571114,888,67.37481031866464
PTGFRN,ENSG00000134247,900,74.3801652892562,134,29.321663019693656,373,28.300455235204858
MAN1A2,ENSG00000198162,996,82.31404958677686,407,89.05908096280088,1196,90.74355083459787
PHGDH,ENSG00000092621,901,74.46280991735537,188,41.13785557986871,304,23.06525037936267
NOTCH2,ENSG00000134250,890,73.55371900826447,131,28.665207877461707,128,9.711684370257966
RNF115,ENSG00000265491,702,58.01652892561984,216,47.26477024070022,690,52.35204855842185
RBM8A,ENSG00000265241,1010,83.47107438016529,386,84.46389496717724,1108,84.06676783004552
TXNIP,ENSG00000265972,988,81.65289256198346,353,77.24288840262582,931,70.63732928679818
BCL9,ENSG00000116128,752,62.14876033057851,230,50.32822757111597,772,58.573596358118365
VPS45,ENSG00000136631,707,58.429752066115704,245,53.610503282275715,808,61.305007587253414
PLEKHO1,ENSG00000023902,856,70.74380165289256,304,66.52078774617067,955,72.45827010622155
ANP32E,ENSG00000143401,948,78.34710743801652,291,63.67614879649891,826,62.67071320182094
MRPS21,ENSG00000266472,1116,92.23140495867769,431,94.31072210065645,1244,94.38543247344461
RPRD2,ENSG00000163125,978,80.82644628099173,356,77.89934354485777,1057,80.19726858877087
MCL1,ENSG00000143384,700,57.85123966942148,234,51.203501094091905,604,45.82701062215478
ENSA,ENSG00000143420,1031,85.20661157024793,369,80.74398249452955,1134,86.03945371775417
MLLT11,ENSG00000213190,988,81.65289256198346,449,98.24945295404814,1315,99.77238239757207
VPS72,ENSG00000163159,630,52.066115702479344,273,59.73741794310722,887,67.29893778452201
PIP5K1A,ENSG00000143398,769,63.553719008264466,252,55.14223194748359,745,56.525037936267076
PSMD4,ENSG00000159352,972,80.33057851239668,384,84.02625820568927,1104,83.76327769347496
PSMB4,ENSG00000159377,950,78.51239669421489,360,78.7746170678337,1078,81.79059180576631
SNX27,ENSG00000143376,617,50.99173553719009,229,50.10940919037199,803,60.925644916540215
CHTOP,ENSG00000160679,656,54.21487603305785,211,46.17067833698031,685,51.97268588770865
GATAD2B,ENSG00000143614,965,79.75206611570248,385,84.24507658643327,1162,88.1638846737481
JTB,ENSG00000143543,736,60.82644628099173,309,67.6148796498906,945,71.69954476479515
RPS27,ENSG00000177954,1210,100.0,457,100.0,1318,100.0
TPM3,ENSG00000143549,820,67.76859504132231,315,68.9277899343545,1089,82.62518968133536
C1orf43,ENSG00000143612,891,73.63636363636363,325,71.11597374179432,923,70.03034901365706
HAX1,ENSG00000143575,620,51.2396694214876,202,44.201312910284464,742,56.297420333839156
ADAR,ENSG00000160710,717,59.256198347107436,215,47.04595185995623,755,57.28376327769348
KCNN3,ENSG00000143603,849,70.16528925619835,277,60.61269146608315,962,72.98937784522003
DPM3,ENSG00000179085,613,50.66115702479339,140,30.63457330415755,344,26.100151745068285
KRTCAP2,ENSG00000163463,921,76.11570247933884,345,75.49234135667396,1045,79.28679817905918
FDPS,ENSG00000160752,903,74.62809917355372,318,69.58424507658644,979,74.27921092564492
DAP3,ENSG00000132676,703,58.099173553719005,241,52.735229759299784,736,55.84218512898331
GON4L,ENSG00000116580,659,54.46280991735537,235,51.42231947483589,756,57.35963581183612
SYT11,ENSG00000132718,1102,91.07438016528926,400,87.527352297593,1176,89.22610015174507
RIT1,ENSG00000143622,662,54.710743801652896,136,29.75929978118162,277,21.01669195751138
SSR2,ENSG00000163479,1089,90.0,441,96.49890590809628,1241,94.15781487101668
LAMTOR2,ENSG00000116586,718,59.33884297520661,256,56.01750547045952,883,66.99544764795145
MEX3A,ENSG00000254726,818,67.60330578512396,388,84.9015317286652,1137,86.2670713201821
PMF1,ENSG00000160783,725,59.917355371900825,197,43.10722100656455,581,44.08194233687405
CCT3,ENSG00000163468,1077,89.00826446280992,419,91.68490153172867,1216,92.26100151745068
MIR9-1HG,ENSG00000125462,1209,99.91735537190083,456,99.78118161925602,1303,98.8619119878604
HDGF,ENSG00000143321,692,57.190082644628106,279,61.050328227571114,686,52.04855842185129
PEA15,ENSG00000162734,939,77.60330578512396,178,38.949671772428886,736,55.84218512898331
DCAF8,ENSG00000132716,667,55.12396694214876,205,44.85776805251641,634,48.10318664643399
COPA,ENSG00000122218,767,63.38842975206611,358,78.33698030634574,899,68.20940819423369
PFDN2,ENSG00000143256,1046,86.44628099173553,435,95.18599562363238,1282,97.26858877086495
UFC1,ENSG00000143222,820,67.76859504132231,263,57.54923413566739,662,50.22761760242792
NDUFS2,ENSG00000158864,903,74.62809917355372,347,75.92997811816193,1094,83.00455235204855
SDHC,ENSG00000143252,781,64.54545454545455,259,56.67396061269147,809,61.38088012139605
ATF6,ENSG00000118217,628,51.90082644628099,231,50.54704595185996,691,52.42792109256449
NOS1AP,ENSG00000198929,748,61.81818181818181,155,33.91684901531728,424,32.16995447647951
MGST3,ENSG00000143198,1084,89.58677685950414,407,89.05908096280088,1280,97.11684370257967
TMCO1,ENSG00000143183,953,78.7603305785124,344,75.27352297592998,1017,77.16236722306526
POU2F1,ENSG00000143190,1133,93.63636363636364,418,91.46608315098467,1117,84.74962063732929
MPZL1,ENSG00000197965,627,51.81818181818182,212,46.389496717724285,768,58.2701062215478
MPC2,ENSG00000143158,761,62.892561983471076,212,46.389496717724285,890,67.52655538694992
TIPRL,ENSG00000143155,762,62.97520661157024,282,61.70678336980306,1055,80.04552352048559
ATP1B1,ENSG00000143153,857,70.82644628099175,324,70.89715536105032,1045,79.28679817905918
NME7,ENSG00000143156,733,60.578512396694215,237,51.85995623632385,886,67.22306525037936
KIFAP3,ENSG00000075945,670,55.371900826446286,320,70.02188183807439,1215,92.18512898330803
PRRC2C,ENSG00000117523,1131,93.47107438016529,438,95.84245076586433,1240,94.08194233687405
SUCO,ENSG00000094975,811,67.02479338842974,319,69.80306345733041,960,72.83763277693474
PRDX6,ENSG00000117592,913,75.45454545454545,184,40.26258205689278,674,51.138088012139605
GAS5,ENSG00000234741,1191,98.42975206611571,439,96.06126914660832,1257,95.37177541729895
RC3H1,ENSG00000135870,856,70.74380165289256,341,74.61706783369803,1026,77.84522003034901
RABGAP1L,ENSG00000152061,948,78.34710743801652,349,76.36761487964989,1122,85.12898330804249
CACYBP,ENSG00000116161,795,65.70247933884298,242,52.95404814004377,875,66.38846737481032
COP1,ENSG00000143207,1077,89.00826446280992,400,87.527352297593,1185,89.90895295902884
RASAL2,ENSG00000075391,1022,84.46280991735537,284,62.144420131291035,924,70.10622154779969
RALGPS2,ENSG00000116191,706,58.34710743801653,185,40.48140043763676,548,41.578148710166914
CEP350,ENSG00000135837,906,74.87603305785125,342,74.83588621444201,994,75.41729893778452
ACBD6,ENSG00000230124,1114,92.06611570247934,414,90.59080962800876,1215,92.18512898330803
XPR1,ENSG00000143324,992,81.98347107438016,377,82.4945295404814,1240,94.08194233687405
IER5,ENSG00000162783,627,51.81818181818182,312,68.27133479212254,817,61.98786039453717
GLUL,ENSG00000135821,813,67.1900826446281,316,69.14660831509846,680,51.593323216995444
SMG7,ENSG00000116698,653,53.96694214876033,222,48.57768052516411,794,60.24279210925645
ARPC5,ENSG00000162704,830,68.59504132231406,394,86.2144420131291,1179,89.45371775417298
RGL1,ENSG00000143344,805,66.52892561983471,274,59.95623632385121,1027,77.92109256449166
C1orf21,ENSG00000116667,698,57.68595041322314,275,60.17505470459519,1120,84.9772382397572
IVNS1ABP,ENSG00000116679,823,68.01652892561984,385,84.24507658643327,919,69.7268588770865
TPR,ENSG00000047410,1006,83.14049586776859,367,80.30634573304157,1040,78.90743550834598
ODR4,ENSG00000157181,726,60.0,209,45.73304157549234,582,44.15781487101669
RO60,ENSG00000116747,939,77.60330578512396,355,77.68052516411379,1080,81.94233687405159
CDC73,ENSG00000134371,813,67.1900826446281,287,62.80087527352297,802,60.849772382397575
KCNT2,ENSG00000162687,1064,87.93388429752066,371,81.1816192560175,1165,88.39150227617603
CRB1,ENSG00000134376,724,59.83471074380166,416,91.02844638949672,1009,76.55538694992413
MIR181A1HG,ENSG00000229989,1119,92.47933884297521,402,87.96498905908096,1204,91.350531107739
CAMSAP2,ENSG00000118200,980,80.99173553719008,376,82.27571115973743,1180,89.52959028831563
TMEM9,ENSG00000116857,677,55.950413223140494,215,47.04595185995623,734,55.69044006069803
NAV1,ENSG00000134369,863,71.32231404958678,415,90.80962800875274,1264,95.90288315629742
IPO9,ENSG00000198700,872,72.06611570247934,307,67.17724288840262,969,73.5204855842185
PPP1R12B,ENSG00000077157,668,55.20661157024793,256,56.01750547045952,865,65.62974203338392
ATP2B4,ENSG00000058668,824,68.09917355371901,327,71.55361050328227,736,55.84218512898331
SNRPE,ENSG00000182004,1182,97.68595041322314,444,97.15536105032822,1275,96.73748103186647
MDM4,ENSG00000198625,756,62.47933884297521,229,50.10940919037199,739,56.06980273141124
KLHDC8A,ENSG00000162873,623,51.48760330578512,277,60.61269146608315,289,21.927162367223065
NUCKS1,ENSG00000069275,1202,99.3388429752066,447,97.81181619256017,1313,99.6206373292868
SRGAP2,ENSG00000266028,689,56.94214876033058,183,40.0437636761488,788,59.78755690440061
CD46,ENSG00000117335,786,64.95867768595042,294,64.33260393873084,874,66.31259484066769
RCOR3,ENSG00000117625,762,62.97520661157024,248,54.26695842450766,735,55.76631259484067
NENF,ENSG00000117691,763,63.057851239669425,130,28.44638949671772,306,23.21699544764795
NSL1,ENSG00000117697,722,59.6694214876033,222,48.57768052516411,682,51.74506828528072
RPS6KC1,ENSG00000136643,759,62.727272727272734,225,49.23413566739606,842,63.88467374810318
RRP15,ENSG00000067533,692,57.190082644628106,213,46.608315098468275,632,47.95144157814871
LYPLAL1,ENSG00000143353,656,54.21487603305785,158,34.57330415754923,519,39.37784522003035
EPRS1,ENSG00000136628,826,68.26446280991736,339,74.17943107221006,974,73.89984825493171
IARS2,ENSG00000067704,618,51.074380165289256,200,43.7636761487965,678,51.441578148710164
RAB3GAP2,ENSG00000118873,900,74.3801652892562,271,59.29978118161926,832,63.12594840667678
MIA3,ENSG00000154305,644,53.223140495867774,222,48.57768052516411,707,53.64188163884673
TP53BP2,ENSG00000143514,647,53.471074380165284,203,44.42013129102845,538,40.819423368740516
DEGS1,ENSG00000143753,640,52.892561983471076,174,38.074398249452955,549,41.65402124430956
CNIH4,ENSG00000143771,633,52.314049586776854,262,57.330415754923415,644,48.861911987860395
DNAH14,ENSG00000185842,813,67.1900826446281,207,45.29540481400438,580,44.00606980273141
ENAH,ENSG00000154380,1155,95.45454545454545,453,99.12472647702407,1308,99.2412746585736
SRP9,ENSG00000143742,1166,96.36363636363636,440,96.2800875273523,1292,98.02731411229135
H3-3A,ENSG00000163041,1210,100.0,457,100.0,1318,100.0
ACBD3,ENSG00000182827,666,55.04132231404959,251,54.92341356673961,801,60.77389984825493
PARP1,ENSG00000143799,997,82.39669421487604,350,76.58643326039387,1053,79.89377845220031
ARF1,ENSG00000143761,964,79.66942148760332,359,78.55579868708972,1098,83.30804248861912
GUK1,ENSG00000143774,940,77.68595041322314,402,87.96498905908096,1198,90.89529590288315
RNF187,ENSG00000168159,611,50.49586776859504,280,61.2691466083151,936,71.01669195751138
RAB4A,ENSG00000168118,698,57.68595041322314,312,68.27133479212254,901,68.36115326251897
TSNAX,ENSG00000116918,606,50.082644628099175,253,55.36105032822757,772,58.573596358118365
NTPCR,ENSG00000135778,608,50.247933884297524,157,34.35448577680525,539,40.895295902883156
PCNX2,ENSG00000135749,613,50.66115702479339,217,47.4835886214442,946,71.77541729893778
COA6,ENSG00000168275,634,52.396694214876035,187,40.91903719912472,499,37.86039453717754
TARBP1,ENSG00000059588,629,51.98347107438016,118,25.82056892778993,605,45.90288315629742
IRF2BP2,ENSG00000168264,856,70.74380165289256,231,50.54704595185996,775,58.801213960546285
TOMM20,ENSG00000173726,1198,99.00826446280992,453,99.12472647702407,1311,99.46889226100151
ARID4B,ENSG00000054267,1152,95.20661157024793,446,97.59299781181619,1275,96.73748103186647
MTR,ENSG00000116984,707,58.429752066115704,187,40.91903719912472,670,50.834597875569045
FMN2,ENSG00000155816,845,69.83471074380165,344,75.27352297592998,1103,83.68740515933231
CEP170,ENSG00000143702,1014,83.80165289256199,446,97.59299781181619,1315,99.77238239757207
SDCCAG8,ENSG00000054282,719,59.42148760330579,303,66.3019693654267,1031,78.22458270106222
AKT3,ENSG00000117020,1172,96.8595041322314,456,99.78118161925602,1316,99.84825493171472
COX20,ENSG00000203667,914,75.53719008264463,337,73.7417943107221,1023,77.6176024279211
SMYD3,ENSG00000185420,1157,95.6198347107438,423,92.5601750547046,1274,96.66160849772383
SCCPDH,ENSG00000143653,753,62.231404958677686,170,37.199124726477024,509,38.61911987860395
AHCTF1,ENSG00000153207,664,54.87603305785124,203,44.42013129102845,702,53.262518968133534
ACP1,ENSG00000143727,897,74.13223140495869,290,63.45733041575492,835,63.3535660091047
RPS7,ENSG00000171863,1210,100.0,457,100.0,1318,100.0
SOX11,ENSG00000176887,1174,97.02479338842976,457,100.0,1318,100.0
ID2,ENSG00000115738,1156,95.53719008264463,364,79.64989059080962,1256,95.2959028831563
KIDINS220,ENSG00000134313,965,79.75206611570248,431,94.31072210065645,1296,98.33080424886191
MBOAT2,ENSG00000143797,785,64.87603305785123,265,57.98687089715536,998,75.72078907435508
ITGB1BP1,ENSG00000119185,689,56.94214876033058,216,47.26477024070022,887,67.29893778452201
IAH1,ENSG00000134330,653,53.96694214876033,194,42.4507658643326,741,56.221547799696516
ADAM17,ENSG00000151694,670,55.371900826446286,181,39.606126914660834,586,44.46130500758726
YWHAQ,ENSG00000134308,1192,98.51239669421487,455,99.56236323851203,1316,99.84825493171472
ODC1,ENSG00000115758,1038,85.78512396694215,420,91.90371991247265,1250,94.84066767830045
NOL10,ENSG00000115761,670,55.371900826446286,218,47.70240700218819,672,50.986342943854325
PDIA6,ENSG00000143870,1063,87.85123966942149,379,82.93216630196937,1086,82.39757207890743
ROCK2,ENSG00000134318,1080,89.25619834710744,352,77.02407002188184,1098,83.30804248861912
TRIB2,ENSG00000071575,669,55.289256198347104,160,35.010940919037196,563,42.716236722306526
NBAS,ENSG00000151779,993,82.06611570247934,355,77.68052516411379,1035,78.52807283763278
DDX1,ENSG00000079785,840,69.42148760330579,312,68.27133479212254,1069,81.10773899848255
CYRIA,ENSG00000197872,620,51.2396694214876,135,29.540481400437635,974,73.89984825493171
SMC6,ENSG00000163029,618,51.074380165289256,155,33.91684901531728,585,44.38543247344462
LAPTM4A,ENSG00000068697,1041,86.03305785123968,392,85.77680525164114,1060,80.42488619119878
PUM2,ENSG00000055917,1178,97.35537190082646,446,97.59299781181619,1280,97.11684370257967
ATAD2B,ENSG00000119778,848,70.08264462809917,351,76.80525164113786,967,73.36874051593323
UBXN2A,ENSG00000173960,768,63.47107438016529,255,55.798687089715536,751,56.980273141122915
SF3B6,ENSG00000115128,1122,92.72727272727272,415,90.80962800875274,1252,94.99241274658573
PTRHD1,ENSG00000184924,617,50.99173553719009,194,42.4507658643326,486,36.874051593323216
EFR3B,ENSG00000084710,640,52.892561983471076,130,28.44638949671772,799,60.62215477996965
DTNB,ENSG00000138101,811,67.02479338842974,292,63.89496717724289,1067,80.95599393019727
RAB10,ENSG00000084733,1029,85.04132231404958,398,87.08971553610503,1159,87.93626707132019
HADHA,ENSG00000084754,935,77.27272727272727,267,58.42450765864332,795,60.31866464339909
HADHB,ENSG00000138029,834,68.92561983471074,222,48.57768052516411,587,44.537177541729896
OST4,ENSG00000228474,1116,92.23140495867769,413,90.37199124726477,1189,90.2124430955994
ATRAID,ENSG00000138085,854,70.57851239669421,227,49.671772428884026,626,47.496206373292864
PPM1G,ENSG00000115241,906,74.87603305785125,345,75.49234135667396,1047,79.43854324734446
MRPL33,ENSG00000243147,882,72.89256198347107,318,69.58424507658644,890,67.52655538694992
BABAM2,ENSG00000158019,815,67.35537190082644,216,47.26477024070022,749,56.828528072837635
PPP1CB,ENSG00000213639,912,75.37190082644628,329,71.99124726477024,1019,77.31411229135054
WDR43,ENSG00000163811,765,63.22314049586777,232,50.76586433260394,681,51.66919575113808
DPY30,ENSG00000162961,823,68.01652892561984,298,65.20787746170679,959,72.7617602427921
YIPF4,ENSG00000119820,657,54.29752066115703,250,54.70459518599562,870,66.00910470409713
LTBP1,ENSG00000049323,875,72.31404958677686,80,17.505470459518598,61,4.628224582701062
CRIM1,ENSG00000150938,692,57.190082644628106,310,67.83369803063457,812,61.60849772382397
FEZ2,ENSG00000171055,772,63.80165289256199,232,50.76586433260394,800,60.69802731411229
EIF2AK2,ENSG00000055332,822,67.93388429752066,200,43.7636761487965,575,43.62670713201821
CEBPZ,ENSG00000115816,804,66.44628099173553,233,50.984682713347915,816,61.91198786039453
PRKD3,ENSG00000115825,651,53.80165289256198,188,41.13785557986871,380,28.83156297420334
HNRNPLL,ENSG00000143889,621,51.32231404958678,259,56.67396061269147,707,53.64188163884673
SRSF7,ENSG00000115875,1143,94.46280991735537,435,95.18599562363238,1238,93.93019726858877
DHX57,ENSG00000163214,677,55.950413223140494,232,50.76586433260394,743,56.373292867981796
SOS1,ENSG00000115904,1096,90.57851239669421,403,88.18380743982495,1203,91.27465857359635
MAP4K3,ENSG00000011566,940,77.68595041322314,381,83.36980306345733,1079,81.86646433990894
THUMPD2,ENSG00000138050,672,55.53719008264463,205,44.85776805251641,590,44.764795144157816
SLC8A1,ENSG00000183023,704,58.18181818181818,231,50.54704595185996,1080,81.94233687405159
EML4,ENSG00000143924,635,52.47933884297521,161,35.22975929978118,636,48.25493171471928
COX7A2L,ENSG00000115944,1093,90.3305785123967,418,91.46608315098467,1215,92.18512898330803
MTA3,ENSG00000057935,641,52.97520661157024,136,29.75929978118162,499,37.86039453717754
